Data,Year

3.93821198232284,1960
4.0256449129838,1961
4.11017814713714,1962
4.191953007988564,1964
4.27111081874378,1965
4.347792902608489,1966
4.422140582788401,1967
4.494295182489219,1968
4.564398024916649,1969
4.632590433276396,1970
4.699013730774165,1971
4.763809240615662,1972
4.827118286006592,1973
4.889082190152662,1974
4.949842276259575,1975
5.009539867533038,1976
5.068316287178755,1977
5.126312858402432,1978
5.183670904409775,1979
5.240531748406489,1980
5.297036713598279,1981
5.3533271231908515,1982
5.409544300389911,1983
5.465829568401162,1984
5.5223242504303105,1985
5.579169669683063,1986
5.636507149365125,1987
5.6944780126821986,1988
5.753223582839993,1989
5.812885183044212,1990
5.873604136500561,1991
5.935521766414746,1992
5.998779395992472,1993
6.063518348439444,1994
6.129879946961367,1995
6.198005514763947,1996
6.26803637505289,1997
6.3401138510339,1998
6.414379265912682,1999
6.490973942894946,2000
6.570039205186391,2001
6.651716375992725,2002
6.736146778519656,2003
6.823471735972886,2004
6.913832571558121,2005
7.007370608481066,2006
7.104227169947428,2007
7.2045435791629115,2008
7.3084611593332225,2009
7.416121233664065,2010
7.527665125361144,2011
7.64323415763017,2012
7.762969653676841,2013
7.887012936706867,2014
8.01550532992595,2015
8.148588156539802,2016
8.28640273975412
