Year,Data

1972.0,6.278279001468429
1973.0,6.018817425354871
1974.0,0.0
1975.0,0.0
1976.0,14.512883994126284
1977.0,8.607173764072442
1978.0,23.579966715614294
1979.0,21.89018404307391
1980.0,6.070617719040626
1981.0,24.966029368575626
1982.0,5.6887391091532065
1983.0,12.94688888888889
1984.0,12.516911404796867
1985.0,12.685226627508566
1986.0,22.43514537444934
1987.0,7.881197258932943
1988.0,7.655860009789525
1989.0,5.260811551639745
1990.0,10.352543318649047
1991.0,12.502866372980911
1992.0,0.0
1993.0,13.522678414096916
1994.0,12.906605971610379
1995.0,13.429863925599609
1996.0,8.593585903083701
1997.0,0.0
1998.0,0.0
1999.0,12.246860499265784
2000.0,0.0
2001.0,6.3038727430723185
2003.0,5.342855761794277
2005.0,8.060572423128988
2009.0,12.163799265842348
2010.0,27.0059870548694
2011.0,5.677201086956521
