Year,Data

1929-01-01,40.04333429867748
1929-02-01,51.75513466550825
1929-03-01,169.52264697364612
1929-04-01,154.340405444541
1929-05-01,212.11679795347044
1929-06-01,199.77748238246932
1929-07-01,183.85551790713387
1929-08-01,141.11504102712618
1929-09-01,150.6198851240467
1929-10-01,98.74694854715707
1929-11-01,54.93485278501786
1929-12-01,49.017431219229664
1930-01-01,44.6755758277826
1930-02-01,69.36081088908198
1930-03-01,105.30111979920842
1930-04-01,123.62952311999226
1930-05-01,161.05108601216332
1930-06-01,216.01472825562317
1930-07-01,144.90194420310843
1930-08-01,157.48577758470896
1930-09-01,106.02098465102809
1930-10-01,94.31819577179265
1930-11-01,61.90266338449657
1930-12-01,29.142872864176073
1931-01-01,54.21773626797954
1931-02-01,58.78193744569939
1931-03-01,132.621828361811
1931-04-01,112.27939569456511
1931-05-01,164.229055893426
1931-06-01,147.55185249541464
1931-07-01,116.28804517810599
1931-08-01,154.11612221256877
1931-09-01,102.34863210734629
1931-10-01,107.45162563954048
1931-11-01,48.700429578144615
1931-12-01,30.756386716864572
1932-01-01,47.318219905396276
1932-02-01,71.35513466550826
1932-03-01,105.98970750072402
1932-04-01,132.07463944396176
1932-05-01,128.67599671782995
1932-06-01,197.77505357660007
1932-07-01,124.26298967081765
1932-08-01,145.85749107056665
1932-09-01,109.20699102229948
1932-10-01,81.93805483154745
1932-11-01,45.097401293561155
1932-12-01,40.87392991601505
1933-01-01,56.220220098465106
1933-02-01,72.83471087942851
1933-03-01,143.96103388357952
1933-04-01,127.24450912250218
1933-05-01,143.31350033787044
1933-06-01,207.8798783666377
1933-07-01,187.94177623322716
1933-08-01,188.79148566463945
1933-09-01,159.547460179554
1933-10-01,75.88770923834346
1933-11-01,52.298272999324254
1933-12-01,35.82401390095569
1934-01-01,47.23462882517618
1934-02-01,79.67633555362485
1934-03-01,107.99416449464232
1934-04-01,118.93115744763008
1934-05-01,176.903264793899
1934-06-01,196.03928081861187
1934-07-01,222.22109952698133
1934-08-01,148.2312646008302
1934-09-01,143.26597548025867
1934-10-01,73.11512501206681
1934-11-01,40.79585191620813
1934-12-01,20.97161115937832
1935-01-01,42.64542233806352
1935-02-01,54.25983878752775
1935-03-01,110.71228979631238
1935-04-01,133.35821507867556
1935-05-01,217.63992180712427
1935-06-01,167.2335891495318
1935-07-01,224.02160729800175
1935-08-01,163.32436625156868
1935-09-01,125.16605077710204
1935-10-01,73.56469832995462
1935-11-01,53.976070083984936
1935-12-01,43.73638671686456
1936-01-01,38.324213727193744
1936-02-01,70.97360459503814
1936-03-01,65.5831122695241
1936-04-01,159.5932107346269
1936-05-01,181.25058692924026
1936-06-01,185.14555748624386
1936-07-01,131.74851433536054
1936-08-01,160.1647465971619
1936-09-01,99.90107346268944
1936-10-01,98.11561926826913
1936-11-01,47.92578144608553
1936-12-01,40.54159281783957
1937-01-01,35.910617820252924
1937-02-01,63.84390385172314
1937-03-01,104.72416159860991
1937-04-01,91.93526884834444
1937-05-01,186.15937059561733
1937-06-01,164.81768510473984
