Data,Year
111.51163509934824,1980-05-01
111.50645003487476,1980-07-01
111.50126426222047,1980-10-01
111.49607795835612,1982-10-01
111.49089130025253,1984-02-01
111.48570446488043,1984-10-01
111.48051762921061,1985-06-01
111.47533097021386,1986-01-01
111.47014466486094,1986-05-01
111.46495889012263,1929-03-01
111.45977382296972,1929-07-01
111.45458964037299,1932-12-01
111.44940651930318,1933-05-01
111.44422463673111,1935-06-01
111.43904416962752,1935-09-01
111.43386529496321,1936-08-01
111.42868818970895,1941-08-01
111.42351303083552,1942-02-01
111.41833999531369,1942-10-01
111.41316926011423,1942-12-01
111.40800100220794,1944-01-01
111.40283539856557,1947-11-01
111.39767262615793,1948-10-01
111.39251286195575,1949-02-01
111.38735628292984,1949-04-01
111.38220306605098,1951-03-01
111.37705338828992,1951-06-01
111.37190742661745,1951-08-01
111.36676535800437,1952-11-01
111.36162735942142,1954-01-01
111.35649360783938,1956-07-01
111.35136428022905,1957-09-01
111.34623955356119,1958-09-01
111.3411196048066,1958-12-01
111.336004610936,1959-12-01
111.33089474892023,1960-04-01
111.32579019573004,1960-12-01
111.3206911283362,1961-03-01
111.31559772370949,1964-02-01
111.31051015882068,1964-09-01
111.30542861064058,1965-07-01
111.30035325613993,1965-12-01
111.2952842722895,1966-01-01
111.29022183606011,1968-01-01
111.28516612442252,1968-06-01
111.28011731434748,1970-03-01
111.27507558280578,1971-05-01
111.27004110676822,1971-12-01
111.26501406320556,1973-03-01
111.25999462908855,1973-08-01
111.25498298138801,1974-01-01
111.24997929707469,1974-11-01
111.24498375311939,1975-03-01
111.23999652649285,1977-05-01
111.23501779416587,1979-07-01
111.23004773310923,1980-06-01
111.2250865202937,1981-02-01
111.22013433269007,1981-11-01
111.21519134726908,1982-04-01
111.21025774100154,1983-09-01
111.20533369085821,1985-09-01
111.20041937380988,1985-10-01
111.19551496682732,1929-06-01
111.1906206468813,1929-09-01
111.18573659094261,1930-04-01
111.18086297598201,1930-12-01
111.1759999789703,1931-03-01
111.17114777687823,1933-02-01
111.16630654667658,1937-08-01
111.16147646533615,1937-10-01
111.1566577098277,1938-01-01
111.151850457122,1938-12-01
111.14705488418984,1939-08-01
111.14227116800198,1940-09-01
111.13749948552922,1945-02-01
111.13274001374232,1945-06-01
111.12799292961206,1945-08-01
111.12325841010922,1946-12-01
111.11853663220457,1947-01-01
111.11382777286889,1947-06-01
111.10913200907297,1951-01-01
111.10444951778756,1951-12-01
111.09978047598344,1953-08-01
111.0951250606314,1953-12-01
111.09048344870223,1954-04-01
111.08585581716667,1955-03-01
111.08124234299552,1956-11-01
111.07664320315956,1957-01-01
111.07205857462955,1961-05-01
111.06748863437629,1964-07-01
111.06293355937052,1964-08-01
111.05839352658306,1969-11-01
111.05386871298465,1970-08-01
111.04935929554608,1975-05-01
111.04486545123814,1978-10-01
111.04038735703158,1979-02-01
111.0359251898972,1979-05-01
111.03147912680576,1980-11-01
111.02704934472804,1981-07-01
111.02263602063483,1981-08-01
111.0182393314969,1985-08-01
111.01385945428501,1987-10-01
111.00949656596997,1987-12-01
111.00515084352251,1988-07-01
111.00082246391345,1988-08-01
110.99651160411355,1990-01-01
110.99221844109358,1991-10-01
110.98794315182433,1992-10-01
110.98368591327656,1997-10-01
110.97944690242105,1997-11-01
110.9752262962286,1999-11-01
110.97102427166995,2000-02-01
110.9668410057159,2000-06-01
110.96267667533722,2001-03-01
110.95853145750469,2001-11-01
110.95440552918909,1929-04-01
110.95029906736119,1929-11-01
110.94621224899177,1930-03-01
110.9421452510516,1931-06-01
110.93809825051144,1933-08-01
110.93407142434212,1934-04-01
110.93006494951436,1934-10-01
110.92607900299897,1936-12-01
110.92211376176672,1937-05-01
110.91816940278838,1939-01-01
110.91424610303473,1939-11-01
110.91034403947654,1941-01-01
110.90646338908459,1941-11-01
110.90260432882967,1942-04-01
110.89876703568254,1942-09-01
110.89495168661398,1946-03-01
110.89115845859477,1947-09-01
110.8873875285957,1952-09-01
110.8836390735875,1953-09-01
110.87991327054101,1954-03-01
110.87621029642696,1954-09-01
110.87253032821613,1955-02-01
110.86887354287933,1955-06-01
110.8652401173873,1955-07-01
110.86163022871084,1956-10-01
110.8580440538207,1957-10-01
110.8544817696877,1958-02-01
110.85094355328256,1958-03-01
110.84742958157611,1961-07-01
110.84394003153909,1961-11-01
110.8404750801423,1962-03-01
110.8370349043565,1964-01-01
110.83361968115247,1965-08-01
110.830229587501,1966-02-01
110.82686480037283,1966-09-01
110.82352549673878,1969-01-01
110.82021185356962,1970-05-01
110.8169240478361,1972-03-01
110.81366225650902,1973-02-01
110.81042665655914,1975-04-01
110.80721742495726,1975-10-01
110.80403473867412,1976-02-01
110.80087877468053,1976-04-01
110.79774970994725,1976-09-01
110.79464772144507,1976-11-01
110.79157298614474,1978-06-01
110.78852568101708,1978-12-01
110.78550598303282,1979-03-01
110.78251406916276,1980-08-01
110.77955011637768,1980-12-01
110.77661430164834,1983-06-01
110.77370680194554,1987-02-01
110.77082779424003,1987-05-01
110.7679774555026,1930-02-01
110.76515596270403,1930-06-01
110.7623634928151,1931-02-01
110.75960022280657,1932-02-01
110.75686632964923,1932-06-01
110.75416199031385,1932-08-01
110.7514873817712,1933-10-01
110.74884268099207,1935-05-01
110.74622806494723,1935-07-01
110.74364371060747,1937-04-01
110.74108979494355,1939-02-01
110.73856649492625,1939-07-01
110.73607398752634,1943-05-01
110.73361244971461,1943-11-01
110.73118205846183,1946-04-01
110.72878299073878,1949-10-01
110.72641542351623,1950-02-01
110.72407953376496,1950-09-01
110.72177549845574,1952-07-01
110.71950349455936,1953-06-01
110.7172636990466,1955-08-01
110.71505628888822,1956-06-01
110.71288144105499,1957-03-01
110.71073933251772,1959-06-01
110.70863014024715,1960-02-01
110.70655404121408,1961-09-01
110.70451121238928,1963-02-01
110.70250183074351,1965-01-01
110.70052607324757,1967-08-01
110.69858411687224,1967-10-01
110.69667613858827,1968-07-01
110.69480231536646,1971-10-01
110.69296282417757,1978-01-01
110.69115784199239,1978-09-01
110.68938754578168,1983-01-01
110.68765211251625,1986-03-01
110.68595171916684,1988-11-01
110.68428654270424,1988-12-01
110.68265676009922,1989-03-01
110.68106254832257,1990-08-01
110.67950408434507,1991-11-01
110.67798154513747,1992-07-01
110.67649510767058,1993-01-01
110.67504494891514,1993-11-01
110.67363124584196,1993-12-01
110.6722541754218,1994-07-01
110.67091391462544,1994-11-01
110.66961064042366,1995-08-01
110.66834452978722,1995-10-01
110.66711575968691,1996-08-01
110.66592450709351,1997-06-01
110.66477094897779,1998-10-01
110.66365526231053,1999-05-01
110.6625776240625,1930-05-01
110.66153821120449,1930-09-01
110.66053720070725,1932-04-01
110.65957476954159,1933-01-01
110.65865109467826,1933-07-01
