Data,Year

28.63590595424854,1960
29.65935440588611,1961
30.608686119421584,1962
31.4859896125853,1963
32.2933534031076,1964
33.03286600871883,1965
33.70661594714932,1966
34.316691736129414,1967
34.86518189338945,1968
35.354174936659774,1969
35.785759383670715,1970
36.16202375215263,1971
36.48505655983584,1972
36.756946324450695,1973
36.979781563727535,1974
37.1556507953967,1975
37.28664253718853,1976
37.374845306833365,1977
37.42234762206154,1978
37.4312380006034,1979
37.403604960189284,1980
37.34153701854953,1981
37.24712269341448,1982
37.122450502514475,1983
36.96960896357986,1984
36.79068659434096,1985
36.587771912528126,1986
36.362953435871695,1987
36.11831968210201,1988
35.85595916894941,1989
35.577960414144236,1990
35.28641193541682,1991
34.98340225049752,1992
34.67101987711664,1993
34.35135333300456,1994
34.0264911358916,1995
33.69852180350811,1996
33.369533853584414,1997
33.041615803850874,1998
32.71685617203781,1999
32.397343475875566,2000
32.08516623309449,2001
31.782412961424917,2002
31.49117217859719,2003
31.21353240234164,2004
30.95158215038862,2005
30.707409940468466,2006
30.483104290311513,2007
30.280753717648103,2008
30.10244674020857,2009
29.95027187572327,2010
29.82631764192253,2011
29.73267255653669,2012
29.671425137296104,2013
29.644663901931093,2014
29.654477368172014,2015
29.702954053749192,2016
